name,exth,modelg_r,extj,extk,e_uhmag,exti,ukmag,extg,2kmag,nuvmag,extz,dedeg,e_zmag,e_ukmag,e_uymag,extu,radeg,extr,e_2kmag,2jmag,r50,gmag,uymag,rmag,modelg_i,modelg_j,dgr,2hmag,imag,b_a,extnuv,r90,e_2hmag,e_imag,modelu_j,modelu_k,modelu_i,modelu_r,logmstar,e_uvm2mag,grpcz,uvm2mag,e_rmag,absrmag,modelg_k,zmag,extuvm2,exty,e_umag,cz,e_nuvmag,e_2jmag,e_gmag,uhmag,umag,fl_insample,sdss_dr10_objid,flux_ratio_2c,r50_deconv1,sdss_dr12_specid,b_a_deconv1,dist2d_nn2,dist2d_nn3,dist2d_nn1,f_b,f_a,r50_deconv2c,r50_deconv2e,sdss_dr7_objid,b_a_innerdisk,sdss_dr7_specid,b_a_deconv2e,sdss_dr10_specid,b_a_deconv2c,sdss_dr12_objid,vdisp,logmstar_84,vrot,sfr_nuv,mu_delta,logmgas,sfr_nuv_wise,logmstar_16,ccr_star,ccr_bary,econame,ccr_lum,morph,morphel,mhi,ehiasym,ew20,emhi_corr_sys,w20,eb_a_innerdisk,ew50,eb_a,peaksnhi,confused,limflag,mhi_corr,hitelescope,emhi,emhi_corr_rand,w50,hiasym,grpn,grprproj_stack,grpabsrmag,logmh_dyn,grpsig,logmh_s,fc,logmh,ccr,grprproj,grpnassoc,grpmb,grp,grpms,logmh_dyn_stack,grpsig_stack,logmh_dyn_smooth,meanfsmgr,meanfsmgre15,logmstare15,kin_slit_flag,kin_done_hi,kin_done_blue,kin_done_red,kin_blue_code,kin_ifu_flag,kin_red_code,modelg_jcorr,modelu_icorr,modelu_jcorr,modelg_kcorr,absrmagcorr,modelu_kcorr,modelg_rcorr,modelu_rcorr,modelg_icorr,fuvmag,extfuv,e_fuvmag,centralout,logmbary_pc,grpradeg,grpdedeg,logmh_e17,logmhdynh_e17,grp_e17,dens_corr_b,f_s16sample_s,dens_corr_s,groupmass_b,groupid_b,dist_b,dens_b,f_dist_s,dist_s,f_s16sample_b,groupid_s,groupmass_s,dens_s,f_dist_b,tf_type,nndist_kd,tf_confidence
rs0165,0.03,0.318848,0.05,0.02,0.07,0.11,14.4,0.21,14.17,19.4,0.08,0.72070669,0.03,0.24,0.13,0.28,148.3352,0.15,0.36,14.83,4.04,17.28,15.88,16.86,0.507284,1.67884,-0.1,-99,16.64,0.43,0.5,9.43,-99,0.02,2.70427,3.53532,1.53271,1.34428,8.71,-99,6006.18,-99,0.03,-17.97,2.5099,16.41,0.52,0.07,0.04,6053.6,0.03,0.24,0.02,14.89,18.3,1,1.23765E+18,0.0811081,7.5637,3.00754E+17,0.4463,0.37833,0.70657,0.18725,0,1,1.4673,8.2875,5.88849E+17,0.432414,7.53755E+16,0.4063,3.00754E+17,0.3785,1.23765E+18,0,8.91,0,0.21151206,8.23863411,8.99567,0.21151206,8.61,-99,-99,ECO07082,1.08587,2,L,707199000,0.0647471,0,0,211.683,0.00664161,11.2603,0.0151,5.01402,0,0,0,AO,48879200,0,190.392,0.0136949,2,0,-18.4474,0,0,11.0989,1,11.1029,1.17306,0,2,9.5515,1708,9.0125,0,0,0,1.19493,1.19278,8.71,1,1,0,1,0,0,1000000,1.31254,1.16119,2.18711,2.05281,-18.3256,2.92738,0.179478,1.05405,0.286619,19.7485,0.4443,0.0827,0,9.175,148.388,0.753439,11.09,10.94,1717,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,0,0.183164743,0
rs0166,0.02,0.588028,0.03,0.01,0.02,0.08,11.79,0.14,11.76,17.98,0.06,2.3740967,0.02,0.02,0.05,0.2,148.43262,0.1,0.08,12.81,15.58,15.37,13.23,14.71,0.918186,2.39712,-0.21,11.93,14.34,0.21,0.35,33.35,0.03,0.02,3.64361,4.64844,2.16468,1.83452,10.01,-99,6107.3,-99,0.02,-20.1,3.40195,14.03,0.36,0.05,0.03,6105.3,0.02,0.06,0.02,12.08,16.65,1,1.23765E+18,0.7139,33.4307,5.41707E+17,0.1767,0.62692,1.357,0.25817,0,1,32.6757,32.6757,5.87728E+17,0.213544,1.35612E+17,0.3315,5.41707E+17,0.1481,1.23765E+18,0,10.15,0,1.9127035,8.27577972,10.0554,2.3566279,9.87,1.13828,1.20273,ECO06478,1.17467,5.5,L,8114620000,0.0426213,0,0,0,0.0187495,6.69734,0.0025,7.2202,0,0,0,ALFALFA,233385000,0,340.544,0.0440241,1,0,-20.1018,0,0,11.5719,1,11.5149,1.18442,0,1,10.3375,5421,10.0215,0,0,0,0.202631,0.195711,10.03,0,1,0,0,0,0,0,1.7559,1.31637,2.5859,2.63572,-20.6459,3.46572,0.290707,1.12071,0.486364,18.4078,0.3064,0.0186,0,10.335,148.432,2.3739,11.52,11.51,5430,11.29,1,11.2,11.88,23460,5.63,11.29,0,5.25,1,13232,11.82,11.2,0,1,0.620638626,2
rs0167,0.02,0.378201,0.04,0.01,-99,0.08,-99,0.15,-99,20.11,0.06,0.78671129,0.11,-99,0.22,0.21,148.44043,0.11,-99,15.65,4.14,17.9,16.56,17.42,0.59795,1.83591,-0.02,-99,17.2,0.37,0.37,11.33,-99,0.03,2.96133,3.83401,1.72337,1.50362,8.57,-99,6006.18,-99,0.03,-17.35,2.70859,16.99,0.38,0.05,0.1,5971.9,0.07,0.17,0.02,-99,19.17,1,1.23765E+18,0.699973,8.5451,3.00774E+17,0.2778,0.43525,0.66727,0.18473,0,1,7.0137,11.8043,5.88849E+17,0.359024,7.53755E+16,0.1281,3.00774E+17,0.3884,1.23765E+18,0,8.77,0,0.096395652,8.23122406,9.13694,0.11486245,8.43,-99,-99,ECO01252,1.16132,-999,L,979075000,0.181256,0,0,0,0.0125494,13.4151,0.0134,2.97284,0,0,0,ALFALFA,137414000,0,136.29,0.072722,2,0,-18.4474,0,0,11.0989,0,11.1029,1.29068,0,2,9.5515,1708,9.0125,0,0,0,0.838251,0.801041,8.57,0,1,0,0,0,0,0,1.41538,1.29288,2.36501,2.18664,-17.7236,3.13626,0.216652,1.16628,0.343248,20.6123,0.3299,0.2243,0,9.235,148.388,0.753439,11.09,10.94,1717,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,0,0.183164743,0
rs0168,0.03,0.248959,0.05,0.02,0.94,0.12,13.93,0.22,-99,18.17,0.09,0.49450371,0.05,0.97,0.24,0.3,148.44336,0.16,-99,15.2,11.45,16.27,15.47,15.85,0.391123,1.45551,0.02,13.94,15.65,0.54,0.54,32.33,0.66,0.03,2.41059,3.16416,1.3462,1.20404,9.03,-99,6033.14,-99,0.06,-18.99,2.20908,15.58,0.55,0.07,0.05,6046.8,0.06,1.19,0.02,14.67,17.19,1,1.23765E+18,0.273261,19.2037,3.00758E+17,0.3985,0.44071,0.82805,0.3779,0,1,10.6229,22.9587,5.87729E+17,0.560541,7.53755E+16,0.5057,3.00758E+17,0.2685,1.23765E+18,0,9.19,0,0.41192557,7.82301426,9.67065,0.41192557,8.91,-99,1.03228,ECO07279,1.00785,10.5,L,3345960000,0.101925,0,0,0,0.0951672,13.575,0.0933,6.41057,0,0,0,ALFALFA,158493000,0,163.377,0.114712,1,0,-18.9533,0,0,11.1229,1,11.2089,1.15406,0,1,9.7565,5910,9.0255,0,0,0,0.966235,0.966066,9.03,0,?,0,0,0,0,0,1.29344,1.18192,2.182,2.00695,-19.0938,2.89551,0.187206,1.07576,0.293362,18.5059,0.477,0.122,0,9.755,148.444,0.4944,11.2,11.17,5919,11.37,1,11.57,11.27,23861,3.25,11.23,0,3.01,1,13612,11.15,11.57,0,1,1.169132889,3
rs0169,0.03,0.739285,0.04,0.02,0.19,0.09,12.12,0.17,11.9,20.73,0.07,2.2976335,0.02,0.05,0.02,0.23,148.58454,0.13,0.16,13.03,4.85,15.66,13.5,14.89,1.08179,2.41321,-0.03,12.4,14.51,0.44,0.42,13.58,0.03,0.02,3.94261,4.86242,2.6112,2.26869,10.09,-99,5972.32,-99,0.02,-19.9,3.33302,14.24,0.43,0.05,0.03,5981.1,0.04,0.04,0.02,12.28,17.36,1,1.23765E+18,0.959138,19.8674,5.63055E+17,0.4317,0.61813,1.553,0.25291,0,1,18.8168,18.8168,5.87728E+17,0.461285,1.40961E+17,0.5878,5.63055E+17,0.4333,1.23765E+18,0,10.11,0,0.03455881,9.63071346,8.7685,0.03455881,9.99,1.1189,1.19691,ECO07456,1.14772,-1,E,419149000,0,0,0,0,0.0326814,0,0.0136,0,0,1,0,GBT,0,0,0,0,1,0,-19.8862,0,0,11.5689,1,11.4489,1.17219,0,1,10.0405,6021,10.0265,0,0,0,0.00511103,0.0979787,10.09,1,0,1,0,100,0,0,2.37362,2.56055,3.88073,3.28625,-19.9517,4.79337,0.719358,2.22647,1.05344,22.9547,0.368,1.6603,0,10.125,148.585,2.2976,11.45,11.19,6030,11.29,1,11.2,11.88,23460,5.63,11.29,0,5.25,1,13232,11.82,11.2,0,0,1.828712598,0
rs0170,0.03,0.255585,0.04,0.02,0.15,0.09,14.61,0.17,-99,18.69,0.07,4.9755856,0.03,0.14,0.16,0.23,148.67533,0.12,-99,15.43,3.6,17.04,15.84,16.69,0.409502,1.51087,-0.06,14.81,16.51,0.76,0.41,8.27,0.45,0.02,2.402,3.18221,1.30063,1.14671,8.53,-99,5011.43,-99,0.02,-17.71,2.29108,16.32,0.42,0.05,0.05,5001.2,0.05,0.17,0.02,14.86,17.95,1,1.23766E+18,0.201515,6.4509,6.43056E+17,0.8544,1.9863,2.7773,1.4485,0,1,7.1417,7.1417,5.87729E+17,0.761967,1.60947E+17,0.8079,6.43056E+17,0.4956,1.23766E+18,0,8.71,0,0.20938627,8.31178761,8.87045,0.22480958,8.41,-99,-99,ECO07667,1.17531,12,L,530050000,0.186361,0,0,0,0.0116759,8.90248,0.0132,3.60678,0,0,0,ALFALFA,72279600,0,124.554,0.14226,1,0,-17.7144,0,0,10.9349,1,10.9629,1.41031,0,1,9.0255,6180,8.5105,0,0,0,1.30037,1.30037,8.53,1,?,0,1,0,0,1020000,1.21379,1.00014,1.98273,1.91982,-17.9798,2.68877,0.143278,0.912226,0.231195,0,0.3649,0,0,9.025,148.675,4.9754,10.95,10.87,6189,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,0,2.450255882,0
rs0171,0.01,0.378643,0.02,0.01,0.06,0.05,13.66,0.09,13.53,19.02,0.04,0.879338,0.09,0.61,-99,0.13,148.8469,0.07,0.18,14.59,6.75,16.9,-99,16.44,0.599962,1.84317,0,14.52,16.21,0.33,0.22,13.85,0.29,0.05,2.93366,3.8117,1.69046,1.46914,8.71,-99,4787.75,-99,0.02,-17.8,2.72121,16.01,0.23,0.03,0.04,4787.6,0.04,0.16,0.03,14.42,17.99,1,1.23765E+18,0.103477,13.8171,3.01832E+17,0.3263,1.7891,1.8873,1.75,0,1,6.2619,15.7225,5.87729E+17,0.357671,7.56571E+16,0.3241,3.01832E+17,0.2446,1.23765E+18,0,8.93,0,0.18409676,7.86959743,8.74433,0.21710876,8.61,-99,-99,ECO07315,1.09476,3,L,396459000,0.116407,0,0,159.869,0.0224248,6.14028,0.0143,6.27355,0,0,0,GBT,37163300,0,161.356,-0.329162,1,0,-17.8095,0,0,10.9989,1,10.9819,1.09587,0,1,9.0345,5931,8.7275,0,0,0,1.0054,0.987691,8.71,0,1,0,0,0,0,0,1.37583,1.20621,2.26592,2.13972,-18.2392,3.02981,0.198021,1.08811,0.316122,19.3223,0.1973,0.1314,0,9.025,148.846,0.8787,10.97,10.95,5940,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,0,1.948457942,0
rs0172,0.01,0.350546,0.02,0.01,0.53,0.05,13.3,0.08,13.09,17.57,0.03,3.4051113,0.03,0.41,0.11,0.11,148.94276,0.06,0.2,13.81,9.4,15.7,14.38,15.28,0.547791,1.708,-0.04,13.2,15.07,0.55,0.2,19.17,0.09,0.04,2.7256,3.53359,1.5654,1.36815,9.23,-99,4960.02,-99,0.03,-19.03,2.51598,14.89,0.21,0.03,0.05,4974.8,0.01,0.21,0.02,13.41,16.71,1,1.23765E+18,0.0192295,22.1937,6.44094E+17,0.5973,1.8301,1.8393,1.7349,0,1,4.7348,22.0742,5.87729E+17,0.568,1.61228E+17,0.6009,6.44094E+17,0.3025,1.23765E+18,0,9.41,0,0.51040056,8.0608263,9.13088,0.61164734,9.07,1.04019,1.01301,ECO05407,1.03605,9.5,L,965500000,0.162342,0,0,0,0.0118709,5.52974,0.0109,3.92204,0,0,0,ALFALFA,107278000,0,170.345,-0.0853435,1,0,-19.0537,0,0,11.2029,1,11.2319,1.18488,0,1,9.4805,4682,9.2305,0,0,0,0.520282,0.520189,9.23,0,?,0,0,0,0,0,1.39898,1.23045,2.27406,2.13581,-19.3117,3.01088,0.226122,1.1012,0.355375,0,0.1775,0,0,9.475,148.943,3.4049,11.22,11.04,4691,10.98,1,11,11.11,22755,8.4,10.92,0,8.1,1,12557,11.23,11,0,0,2.450255882,0
rs0173,0.02,0.330341,0.03,0.01,0.12,0.06,15.34,0.11,-99,19.71,0.04,3.1493164,0.06,0.22,0.22,0.15,149.21819,0.08,-99,-99,1.73,18.05,16.78,17.65,0.532536,1.74152,-0.02,-99,17.43,0.74,0.27,4.79,-99,0.04,2.65311,3.50841,1.44413,1.24193,8.37,-99,6247,-99,0.02,-17.18,2.59681,17.24,0.27,0.03,0.05,6247,0.04,-99,0.03,15.54,18.99,0,1.23765E+18,-999,-999,6.44094E+17,-999,0.36444,1.0422,0.32514,0,1,-999,-999,5.8801E+17,0.723958,1.61228E+17,-999,6.44094E+17,-999,1.23765E+18,0,8.55,0,0.21531352,8.76259327,8.57416,0.2198416,8.27,-99,-99,ECO13387,-99,-999,E,534276000,0,0,0,0,0.0238899,0,0.0247,0,0,1,0,ALFALFA,0,0,0,0,1,0,-17.1777,0,0,10.8989,1,10.8265,1.39136,0,1,8.795,9457,8.37,0,0,0,1.65098,1.65098,8.37,0,0,0,0,0,0,0,1.16766,0.861103,1.84014,1.87866,-17.7304,2.55114,0.113628,0.78611,0.188622,19.9609,0.2342,0.4965,0,8.785,149.218,3.1493,0,0,9762,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,-10998,1.372216605,-10998
rs0174,0.02,0.261841,0.03,0.01,0.49,0.06,14.9,0.11,-99,18.87,0.04,3.382876,0.03,0.35,0.32,0.15,149.2338,0.08,-99,15.3,7.39,17.07,16.05,16.72,0.415491,1.51801,-0.11,14.5,16.46,0.35,0.27,21.86,0.49,0.05,2.49407,3.27985,1.39156,1.23791,8.69,-99,6213.47,-99,0.07,-18.08,2.30379,16.43,0.28,0.04,0.06,6159.9,0.04,0.23,0.03,14.74,18.05,1,1.23765E+18,0.303093,11.4484,6.4289E+17,0.3822,0.35936,1.7784,0.044666,0,1,4.5122,14.6311,5.87729E+17,0.359688,1.60947E+17,0.251,6.4289E+17,0.9356,1.23765E+18,0,8.87,0,0.20157856,7.88313913,9.60992,0.21774961,8.57,-99,1.02327,ECO07556,1.09834,3,L,4294680000,0,0,351241000,0,0.00668277,13.2956,0.0113,4.89546,1,0,2909350000,ALFALFA,182752000,349254000,251.931,0,2,0,-19.8618,0,0,11.4899,0,11.4409,1.27328,0,2,10.1435,4688,9.8705,0,0,0,1.26362,1.26268,8.69,1,0,0,1,0,0,100000,1.28501,1.15874,2.1676,2.01231,-18.2905,2.8949,0.174334,1.05693,0.276148,19.131,0.2423,0.0546,0,9.645,149.24,3.36949,11.44,11.42,4697,10.78,0,0,11.53,22761,7.33,10.77,0,0,1,0,0,0,0,1,0.047186886,4
rs0175,0.02,0.576376,0.03,0.01,-99,0.06,-99,0.11,12.18,18.66,0.04,3.3564401,0.02,-99,0.06,0.15,149.2449,0.08,0.12,13.34,11.7,15.85,13.83,15.2,0.897722,2.34789,-0.04,12.62,14.85,0.19,0.27,23.22,0.07,0.03,3.67655,4.66767,2.22638,1.90504,9.81,-99,6213.47,-99,0.06,-19.64,3.33901,14.56,0.28,0.04,0.04,6264.8,0.02,0.06,0.02,-99,17.22,1,1.23765E+18,0.484302,26.9059,6.42894E+17,0.133,0.32606,0.90791,0.045427,0,1,27.4359,27.4359,5.87729E+17,0.225118,1.60947E+17,0.1799,6.42894E+17,0.1088,1.23765E+18,0,9.95,0,0.82623102,8.22178459,9.39635,1.1412501,9.65,1.13429,1.08866,ECO05414,1.12955,7,L,4442200000,0.066937,0,355836000,0,0.0425306,13.2956,0.0062,4.89546,1,0,1779180000,ALFALFA,189030000,284718000,251.931,-0.0199591,2,0,-19.8618,0,0,11.4899,1,11.4409,1.11035,0,2,10.1435,4688,9.8705,0,0,0,0.284905,0.245868,9.81,1,0,0,1,0,0,100000,1.70709,1.47791,2.69953,2.56281,-20.2154,3.55524,0.302368,1.29481,0.485472,19.271,0.2392,0.0333,0,9.935,149.24,3.36949,11.44,11.42,4697,10.78,1,10.79,11.53,22761,7.33,10.77,0,6.89,1,12562,11.49,10.79,0,0,0.047186886,0
rs0176,0.04,0.435308,0.06,0.02,0.46,0.14,15.7,0.26,-99,20.37,0.1,4.5206995,0.6,0.74,0.6,0.35,149.44811,0.19,-99,15.34,10.89,17.66,16.38,16.92,0.64945,1.77294,0.26,-99,16.76,0.81,0.62,30.88,-99,0.04,2.97896,3.74404,1.85547,1.64132,8.77,-99,6395.86,-99,0.26,-18.07,2.53802,15.99,0.64,0.08,1.89,6395.8,0.11,0.43,0.08,15.85,20.71,1,1.23765E+18,0.0362384,19.6788,6.44132E+17,0.8451,1.8465,1.8847,1.8209,0,1,9.9239,22.4745,5.87729E+17,0.810887,1.61228E+17,0.763,6.44132E+17,0.0966,1.23765E+18,0,9.05,0,0.057700041,7.56014824,9.09988,0.13342942,8.69,-99,-99,ECO00041,1.05102,10,L,898983000,0.173819,0,0,115.22,0.022616,11.9305,0.029,3.96888,0,0,0,AO,105720000,0,137.006,-0.0392798,1,0,-18.0707,0,0,11.0109,1,11.0329,1.33162,0,1,9.4065,594,8.7455,0,0,0,0.224078,0.704617,8.73,0,?,0,0,0,0,0,1.61312,1.67596,2.7424,2.34435,-18.0208,3.47363,0.367218,1.4965,0.546679,0,0.5482,0,0,9.275,149.448,4.5208,11.02,11.07,603,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,-10998,3.28579176,-10998
rs0177,0.01,0.216011,0.02,0.01,0.41,0.05,15.82,0.09,-99,19.6,0.03,3.4413831,0.07,0.25,0.91,0.12,149.82096,0.06,-99,-99,2.66,17.96,16.78,17.67,0.346828,1.41537,0.04,-99,17.54,0.95,0.21,6.17,-99,0.03,2.3663,3.13989,1.29775,1.16693,8.29,-99,6738.6,-99,0.03,-17.31,2.18896,17.36,0.22,0.03,0.13,6738.6,0.05,-99,0.03,15.92,18.93,0,1.23765E+18,0.04446,5.4165,6.44066E+17,0.9966,0.77222,0.97657,0.2968,0,1,0.8355,5.9296,5.87729E+17,0.949,1.61228E+17,0.9675,6.44066E+17,0.0423,1.23765E+18,0,8.47,0,0.10109118,8.08190346,9.01247,0.10109118,8.21,-99,-99,ECO12779,-99,-999,L,735094000,0.161089,0,0,123.821,0.0213299,4.57655,0.0238,4.17135,0,0,0,AO,107141000,0,116.003,-0.26684,1,0,-17.3104,0,0,10.8779,1,10.8667,1.6647,0,1,9.295,9458,8.29,0,0,0,2.20308,2.20065,8.29,0,?,0,0,0,0,0,1.21534,1.10284,2.08912,1.9371,-17.4864,2.81089,0.142836,1.01662,0.229057,19.8311,0.185,0.1035,0,9.085,149.821,3.4414,0,0,9763,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,0,1.67920834,0
rs0178,0.01,0.345953,0.02,0.01,0.21,0.05,15.1,0.08,14.25,19.7,0.03,3.2930701,0.03,0.95,0.49,0.11,149.91796,0.06,0.56,-99,2.27,17.77,16.32,17.36,0.554062,1.78506,0.2,-99,17.13,0.62,0.2,6.11,-99,0.05,2.84392,3.71654,1.61292,1.40481,8.65,-99,6875.29,-99,0.05,-17.67,2.65768,16.94,0.21,0.03,0.06,6894,0.09,-99,0.06,15.32,18.9,1,1.23765E+18,0.395505,4.1842,6.44052E+17,0.5501,0.50086,1.1255,0.30365,0,1,2.0802,7.363,5.87729E+17,0.578788,1.61228E+17,0.5353,6.44052E+17,0.5139,1.23765E+18,0,8.87,0,0.16567057,8.69140816,8.75997,0.16567057,8.53,-99,-99,ECO10230,1.12857,-1,E,411003000,0.182411,0,0,146.74,0.0362331,10.4595,0.0367,4.5021,0,0,0,AO,39074800,0,141.878,0.253884,1,0,-17.6611,0,0,10.9699,1,10.9529,1,0,1,8.9705,7860,8.6405,0,0,0,1.15418,1.11426,8.65,0,?,1,0,1,1,0,1.35782,1.17866,2.23942,2.12527,-18.083,3.00687,0.183702,1.0653,0.297062,20.0783,0.1785,0.0658,0,9.005,149.918,3.293,10.94,10.98,7869,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,0,1.352756604,0
rs0179,0.01,0.370258,0.02,0.01,0.22,0.05,15.44,0.09,-99,19.32,0.03,3.1272034,0.07,0.31,0.45,0.12,150.15804,0.06,-99,15.8,4.95,17.6,16.19,17.16,0.564472,1.69231,-0.06,14.86,16.89,0.67,0.21,10.02,0.18,0.04,2.67946,3.4451,1.55162,1.3574,8.79,-99,6832.12,-99,0.07,-17.85,2.45796,16.91,0.22,0.03,0.38,6837.5,0.05,0.23,0.03,15.15,18.53,1,1.23765E+18,0.144748,10.5693,6.44037E+17,0.7294,0.64426,0.78355,0.49676,0,1,8.443,13.7949,5.8801E+17,0.696314,1.61228E+17,0.5299,6.44037E+17,0.2914,1.23765E+18,0,8.95,0,0.14468625,7.89449787,9.31818,0.17662983,8.65,-99,1.0134,ECO07533,1.09233,8.5,L,1486120000,0.226159,0,0,0,0.0154898,16.8927,0.0526,3.14156,0,0,0,ALFALFA,202653000,0,201.479,0.0238196,1,0,-17.8433,0,0,10.9839,1,10.9899,1.29387,0,1,9.4045,6083,8.6835,0,0,0,0.218069,0.21814,8.79,0,?,0,0,0,0,0,1.5055,1.32387,2.38784,2.23393,-17.997,3.11627,0.287727,1.17007,0.44153,19.6201,0.1884,0.0299,0,9.425,150.158,3.1271,10.98,10.83,6092,11.3,0,0,11.09,26229,1.91,11.3,0,0,1,0,0,0,0,0,0.947669377,0
rs0180,0.01,0.375515,0.02,0.01,0.07,0.04,14.37,0.08,13.7,18.42,0.03,1.3355974,0.1,0.12,0.34,0.11,150.21025,0.06,0.26,14.7,8.13,16.63,15.45,16.17,0.561197,1.64963,0,14.29,15.94,0.9,0.19,17.44,0.37,0.03,2.66486,3.39017,1.57643,1.39075,8.99,-99,6239.57,-99,0.03,-18.64,2.37494,15.71,0.19,0.02,0.19,6235.3,0.03,0.31,0.02,14.5,17.58,1,1.23765E+18,0.520137,30.9238,5.64146E+17,0.7974,1.8034,2.1432,1.1884,0,1,35.9287,35.9287,5.87726E+17,0.949704,1.41243E+17,0.5425,5.64146E+17,0.4285,1.23765E+18,0,9.21,0,0.21719632,7.80482292,9.26982,0.34043282,8.95,-99,1.01133,ECO07364,1.02078,8.5,L,1329500000,0.15314,0,0,0,0.0364988,12.9784,0.0337,4.78944,0,0,0,ALFALFA,131078000,0,117.449,0.185123,1,0,-18.623,0,0,11.1659,1,11.1349,1.10708,0,1,9.5035,5967,9.1335,0,0,0,0.155006,0.155007,8.99,0,?,0,0,0,0,0,1.56261,1.45389,2.51589,2.27337,-18.6831,3.22665,0.333204,1.28648,0.500612,18.6898,0.1661,0.0201,0,9.455,150.21,1.3356,11.13,11.26,5976,11.9,1,11.97,11.13,23896,2.95,11.89,0,2.82,1,13636,11.19,11.97,0,2,1.017968575,1
rs0181,0.01,0.612091,0.02,0.01,0.04,0.05,11.11,0.1,11.18,17.45,0.04,3.0578139,0.28,0.07,0.21,0.13,150.52922,0.07,0.17,12.18,11.04,14.37,12.53,13.64,0.908482,2.13543,-0.06,11.47,13.17,0.89,0.23,74.4,0.04,0.07,3.45555,4.27083,2.22861,1.93222,10.59,-99,6794.4,-99,0.1,-21.38,2.95071,12.99,0.24,0.03,0.45,6847.5,0.16,0.04,0.02,11.51,15.36,1,1.23765E+18,0.846823,60.3157,5.64176E+17,0.7332,1.1179,1.3731,0.6452,0,1,31.8874,45.3692,5.87726E+17,0.887,1.41243E+17,0.2534,5.64176E+17,0.8692,1.23765E+18,0,10.67,0,1.0006524,9.91793442,9.37497,2.1100184,10.47,1.08618,1.12508,ECO07102,1.04529,0.5,E,1693720000,0.165364,0,0,0,-99,11.7761,0,3.67946,0,0,0,ALFALFA,180663000,0,124.18,-0.0867466,1,0,-21.2932,0,0,12.1199,1,12.0079,1.09324,0,1,10.6535,5808,10.6355,0,0,0,0.0338449,0.0641332,10.55,0,0,0,0,0,0,0,1.95668,1.97872,3.15422,2.74263,-21.4882,3.94016,0.521814,1.71935,0.781185,17.9588,0.2065,0.2104,0,10.605,150.53,3.0578,12.01,12.09,5817,11.59,1,11.78,12.03,23804,0,11.59,0,0,1,13554,12.13,11.78,0,1,0.947669377,1
rs0182,0.01,0.437969,0.02,0.01,0.09,0.04,14.43,0.07,13.71,18.95,0.03,2.0217167,0.03,0.18,-99,0.09,150.54676,0.05,0.21,15.31,5.87,16.91,-99,16.41,0.664921,1.82065,-0.03,14.2,16.19,0.86,0.16,12.87,0.13,0.03,2.9115,3.68912,1.75577,1.52882,9.19,-99,6236.33,-99,0.02,-18.39,2.59827,15.95,0.16,0.02,0.05,6236.3,0.02,0.35,0.03,14.58,18.06,1,1.23765E+18,0.332101,14.0105,5.63125E+17,0.7063,1.4184,1.5865,1.1886,0,1,16.5409,16.5409,5.87728E+17,0.830306,1.40961E+17,0.6043,5.63125E+17,0.3941,1.23765E+18,0,9.31,0,0.1622956,8.30798054,9.01154,0.18479186,8.99,1.03346,1.00361,ECO07427,1.01821,5,L,733528000,0.111994,0,0,168.29,0.058692,5.3363,0.0494,6.31929,0,0,0,GBT,71411800,0,124.812,0.0972577,1,0,-18.4694,0,0,11.1609,1,11.1069,1.07707,0,1,9.3685,6005,9.1295,0,0,0,0.116493,0.11656,9.19,1,?,0,1,0,0,1000000,1.6499,1.53747,2.63876,2.39674,-18.5178,3.38559,0.358297,1.34715,0.548616,19.3013,0.1387,0.0169,0,9.405,150.547,2.0217,11.1,11.11,6014,11.19,1,11.18,11.07,26230,3.48,11.19,0,3.26,1,13651,11.18,11.18,0,0,1.113654816,0
